usertype,zip_code_start,borough_start,neighborhood_start,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-09-23,2019-09-23,60.1,2.7,0.0,30.0,15
Subscriber,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-05-02,2019-05-02,63.4,3.7,0.12,10.0,113
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-05-16,2020-05-16,65.4,1.8,0.03,10.0,103
Subscriber,10013,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-07-04,2020-07-04,72.0,3.0,0.0,10.0,47
Subscriber,10011,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-06-28,2020-06-28,64.3,5.8,1.42,10.0,10
Subscriber,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-09-01,2020-09-01,82.0,2.6,0.0,20.0,51
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-06-04,2020-06-04,58.0,4.6,0.0,10.0,87
Subscriber,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-07-15,2019-07-15,75.3,2.8,0.46,10.0,70
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-08-02,2020-08-02,79.9,2.0,0.0,30.0,7
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-09-16,2019-09-16,63.5,1.7,0.03,20.0,16
Customer,11201,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-05-31,2020-05-31,74.4,4.1,0.0,20.0,4
Subscriber,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-06-09,2020-06-09,73.7,4.9,0.07,30.0,6
Subscriber,11211,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,2020-10-13,2020-10-13,65.8,2.5,0.01,20.0,11
Subscriber,10004,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-02-08,2020-02-08,35.1,5.9,0.02,20.0,8
Subscriber,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-10-16,2019-10-16,68.8,3.4,1.68,10.0,61
Subscriber,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-07-05,2020-07-05,74.6,1.3,0.0,10.0,13
Customer,11211,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,2020-06-01,2020-06-01,58.0,7.9,1.89,20.0,3
Customer,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-09-06,2020-09-06,74.1,1.0,0.0,20.0,16
Subscriber,10019,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-03-28,2019-03-28,48.0,5.1,0.0,40.0,3
Subscriber,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-05-20,2019-05-20,66.2,2.9,0.0,20.0,16
Subscriber,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-01-14,2019-01-14,48.3,4.7,0.0,10.0,33
Subscriber,10018,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-05-26,2019-05-26,74.7,3.7,0.0,30.0,5
Subscriber,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-03-18,2019-03-18,33.9,5.7,0.0,10.0,28
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-12-29,2020-12-29,39.3,6.8,0.33,10.0,9
Subscriber,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-10-10,2019-10-10,58.7,2.6,0.0,10.0,27
Subscriber,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-07-12,2020-07-12,79.9,1.7,0.0,30.0,8
Subscriber,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-12-23,2019-12-23,44.4,7.0,0.18,10.0,10
Subscriber,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-06-07,2020-06-07,65.0,3.0,0.19,10.0,32
Subscriber,10013,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-01-23,2020-01-23,32.7,5.5,0.0,0.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-06-08,2019-06-08,75.0,2.1,0.0,30.0,8
Customer,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-08-11,2020-08-11,74.9,3.9,0.59,10.0,2
Subscriber,10013,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-04-18,2020-04-18,68.0,2.8,0.0,0.0,2
Customer,10010,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-08-12,2020-08-12,77.0,3.8,0.58,30.0,5
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-12-27,2020-12-27,52.0,4.5,0.12,10.0,52
Customer,10011,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-05-01,2020-05-01,53.6,5.1,0.0,20.0,6
Customer,10017,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2019-11-09,2019-11-09,50.0,3.6,0.0,30.0,3
Subscriber,10065,Manhattan,Upper East Side,10002,Manhattan,Lower East Side,2020-09-27,2020-09-27,63.5,4.8,0.0,20.0,2
Subscriber,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-11-18,2020-11-18,50.9,3.6,0.0,0.0,9
Subscriber,10280,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-08-24,2019-08-24,70.7,2.9,0.01,30.0,7
Customer,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-10-07,2019-10-07,66.2,3.9,0.0,30.0,3
Subscriber,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-03-24,2020-03-24,33.8,4.2,0.0,20.0,8
Subscriber,11101,Queens,Northwest Queens,10002,Manhattan,Lower East Side,2020-10-16,2020-10-16,58.5,4.9,0.0,30.0,2
Subscriber,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-08-01,2019-08-01,75.5,3.3,0.0,10.0,60
Subscriber,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-08-01,2019-08-01,75.5,3.3,0.0,20.0,18
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-04-03,2019-04-03,53.6,3.0,0.0,10.0,3
Customer,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-08-17,2020-08-17,84.4,2.5,0.0,30.0,8
Customer,10010,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2019-05-05,2019-05-05,58.4,7.2,0.02,90.0,3
Subscriber,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-04-26,2020-04-26,54.1,4.8,0.0,10.0,17
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-04-28,2020-04-28,59.0,6.6,0.0,10.0,4
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-05-30,2020-05-30,73.5,4.1,0.0,20.0,12
Customer,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-07-05,2019-07-05,71.4,6.7,0.14,20.0,4
Customer,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-12-19,2019-12-19,36.2,6.4,0.0,20.0,2
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-12-13,2019-12-13,37.5,8.2,0.0,50.0,1
Subscriber,10036,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-12-21,2020-12-21,45.0,6.1,0.0,20.0,3
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-09-03,2020-09-03,82.6,1.8,0.0,0.0,16
Subscriber,10011,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-11-17,2020-11-17,47.5,6.4,0.0,30.0,6
Subscriber,10013,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-11-10,2020-11-10,55.0,6.7,0.0,10.0,51
Subscriber,10005,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-04-14,2019-04-14,67.3,6.4,0.0,10.0,14
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2019-05-22,2019-05-22,62.7,2.5,0.22,20.0,4
Customer,11201,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-08-22,2020-08-22,76.9,3.7,0.32,20.0,15
Customer,11201,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2019-07-04,2019-07-04,70.4,3.7,1.74,20.0,5
Subscriber,10282,Manhattan,Tribeca,10002,Manhattan,Lower East Side,2020-04-24,2020-04-24,43.5,7.3,0.0,20.0,2
Customer,11211,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,2019-07-06,2019-07-06,76.0,4.1,0.0,30.0,4
Subscriber,11211,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,2019-12-27,2019-12-27,47.7,3.5,0.0,10.0,2
Subscriber,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-04-09,2019-04-09,52.2,6.6,0.34,30.0,4
Customer,10005,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-04-06,2019-04-06,45.3,4.3,0.0,40.0,2
Subscriber,10019,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-10-19,2019-10-19,53.4,7.2,0.0,30.0,12
Subscriber,11205,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-04-13,2020-04-13,57.7,3.5,0.0,10.0,1
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-09-09,2020-09-09,82.0,4.0,0.0,0.0,8
Subscriber,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-07-19,2019-07-19,72.2,4.5,0.0,30.0,6
Subscriber,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-11-25,2020-11-25,42.5,2.3,0.0,0.0,7
Subscriber,10023,Manhattan,Upper West Side,10002,Manhattan,Lower East Side,2020-02-18,2020-02-18,24.9,2.9,0.03,30.0,1
Subscriber,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-05-03,2020-05-03,61.6,2.5,0.0,20.0,4
Customer,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-09-27,2020-09-27,63.5,4.8,0.0,20.0,7
Customer,11238,Brooklyn,Central Brooklyn,10002,Manhattan,Lower East Side,2020-04-04,2020-04-04,52.9,7.4,0.05,30.0,2
Customer,11217,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-05-12,2020-05-12,75.6,3.7,0.0,50.0,2
Customer,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-08-03,2020-08-03,81.3,3.7,0.0,20.0,8
Subscriber,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-06-06,2020-06-06,65.9,3.5,0.32,20.0,8
Subscriber,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-09-09,2019-09-09,68.1,7.1,0.0,40.0,2
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-09-21,2020-09-21,65.8,7.4,0.0,0.0,14
Customer,10011,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-02-22,2019-02-22,46.0,5.8,0.09,30.0,2
Subscriber,10011,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-12-10,2019-12-10,37.7,6.6,2.01,20.0,7
Subscriber,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-01-20,2020-01-20,37.5,5.1,0.0,20.0,16
Subscriber,11201,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2019-02-15,2019-02-15,35.6,6.5,0.3,20.0,4
Subscriber,11205,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-08-25,2020-08-25,80.9,3.0,0.0,20.0,12
Customer,10004,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-10-05,2019-10-05,53.1,5.7,1.04,10.0,2
Customer,10278,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-06-20,2019-06-20,71.8,3.7,0.15,30.0,1
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-03-19,2020-03-19,34.0,5.5,0.0,30.0,2
Subscriber,11238,Brooklyn,Central Brooklyn,10002,Manhattan,Lower East Side,2019-06-11,2019-06-11,67.0,6.0,0.02,30.0,1
Subscriber,10023,Manhattan,Upper West Side,10002,Manhattan,Lower East Side,2020-09-19,2020-09-19,74.7,1.8,0.0,40.0,4
Subscriber,10004,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-01-27,2020-01-27,24.8,8.8,0.78,10.0,3
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-11-13,2020-11-13,55.4,9.4,0.01,30.0,4
Customer,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-02-21,2019-02-21,39.4,6.3,0.03,10.0,1
Subscriber,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-08-16,2020-08-16,82.8,1.2,0.0,0.0,5
Customer,10019,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-08-08,2020-08-08,74.7,3.4,0.0,120.0,2
Subscriber,11205,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-05-05,2020-05-05,73.7,4.6,0.0,30.0,1
Subscriber,10280,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-04-03,2019-04-03,53.6,3.0,0.0,10.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-03-31,2019-03-31,43.5,8.2,0.3,30.0,4
Customer,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-10-07,2019-10-07,66.2,3.9,0.0,30.0,3
Subscriber,10004,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-12-04,2020-12-04,46.4,4.5,0.0,10.0,17
Subscriber,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-01-25,2020-01-25,37.8,5.8,0.06,20.0,4
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2019-12-15,2019-12-15,41.6,3.0,0.0,30.0,5
Subscriber,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2019-06-09,2019-06-09,67.4,3.6,0.64,30.0,2
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-08-16,2019-08-16,70.3,3.4,0.0,0.0,11
Subscriber,10013,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-08-27,2020-08-27,73.8,2.6,0.0,30.0,3
Subscriber,11205,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2019-04-19,2019-04-19,52.6,3.7,0.0,20.0,5
Subscriber,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-02-26,2020-02-26,26.8,6.1,0.0,70.0,2
Subscriber,11201,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-04-09,2020-04-09,38.8,8.9,0.0,10.0,3
Customer,11201,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2019-11-16,2019-11-16,40.0,2.9,0.0,30.0,6
Customer,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-11-04,2019-11-04,59.5,4.4,0.0,20.0,1
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-03-26,2020-03-26,46.9,1.9,0.05,30.0,5
Customer,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-04-20,2019-04-20,52.1,6.6,0.0,20.0,3
Subscriber,10013,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-10-04,2020-10-04,56.5,9.2,0.02,20.0,6
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-03-28,2020-03-28,37.2,6.3,0.27,0.0,1
Subscriber,10036,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-08-15,2019-08-15,68.0,4.8,0.0,20.0,3
Subscriber,11201,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-07-12,2020-07-12,79.9,1.7,0.0,10.0,8
Subscriber,10023,Manhattan,Upper West Side,10002,Manhattan,Lower East Side,2020-12-16,2020-12-16,50.6,5.9,0.09,30.0,1
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-10-10,2020-10-10,58.9,2.6,0.89,40.0,4
Subscriber,10009,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-02-03,2020-02-03,18.1,7.2,0.34,0.0,1
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-03-24,2020-03-24,33.8,4.2,0.0,40.0,2
Subscriber,10282,Manhattan,Tribeca,10002,Manhattan,Lower East Side,2020-10-06,2020-10-06,61.2,1.5,0.0,30.0,5
Customer,10010,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-10-23,2020-10-23,58.8,5.0,0.0,20.0,9
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-07-15,2020-07-15,77.0,2.8,0.42,10.0,9
Subscriber,10024,Manhattan,Upper West Side,10002,Manhattan,Lower East Side,2020-10-21,2020-10-21,65.0,2.8,0.0,40.0,1
Subscriber,10005,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-09-09,2020-09-09,82.0,4.0,0.0,10.0,21
Subscriber,10011,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-10-22,2020-10-22,65.4,4.1,0.0,30.0,8
Subscriber,11201,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2019-02-27,2019-02-27,24.6,5.7,0.03,20.0,6
Subscriber,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-08-14,2020-08-15,77.1,2.2,0.0,20.0,1
Subscriber,10278,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-03-06,2020-03-06,19.4,4.7,0.52,20.0,1
Subscriber,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-02-10,2019-02-10,25.1,5.4,0.1,20.0,2
Customer,10014,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-06-16,2020-06-16,69.9,3.0,0.16,10.0,3
Subscriber,10012,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-12-16,2020-12-16,50.6,5.9,0.09,80.0,1
Customer,11211,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,2020-10-22,2020-10-22,65.4,4.1,0.0,30.0,9
Subscriber,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-06-20,2020-06-20,70.1,4.9,0.0,20.0,5
Customer,10019,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-05-16,2020-05-16,65.4,1.8,0.03,50.0,2
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2019-10-21,2019-10-21,60.2,2.7,0.0,50.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-05-17,2019-05-17,61.6,5.3,1.51,30.0,5
Subscriber,10199,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-05-20,2020-05-20,62.0,5.8,0.0,30.0,2
Customer,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-10-16,2020-10-16,58.5,4.9,0.0,10.0,5
Subscriber,11216,Brooklyn,Central Brooklyn,10002,Manhattan,Lower East Side,2019-09-28,2019-09-28,73.1,0.9,0.0,40.0,1
Customer,10005,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-06-30,2019-06-30,75.7,2.2,0.0,20.0,2
Subscriber,10280,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-02-23,2019-02-23,48.6,4.1,0.0,20.0,3
Subscriber,10004,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-03-10,2019-03-10,42.3,4.7,0.0,40.0,1
Subscriber,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-08-30,2019-08-30,71.4,2.5,0.0,40.0,2
Subscriber,10168,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-04-29,2020-04-29,64.9,4.3,0.0,30.0,4
Customer,10004,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-03-08,2019-03-08,42.8,5.1,0.0,30.0,3
Customer,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-06-07,2020-06-07,65.0,3.0,0.19,30.0,5
Subscriber,11205,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-05-30,2020-05-30,73.5,4.1,0.0,30.0,6
Customer,11217,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-06-11,2020-06-11,79.6,4.5,0.0,20.0,1
Subscriber,10005,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-07-27,2020-07-27,78.5,2.8,0.36,30.0,2
Subscriber,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-08-14,2019-08-14,70.9,4.3,0.02,180.0,1
Subscriber,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-12-29,2020-12-29,39.3,6.8,0.33,30.0,2
Subscriber,10018,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-05-01,2019-05-01,61.1,4.6,4.53,40.0,2
Customer,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-02-02,2019-02-02,45.1,3.1,0.0,10.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-12-10,2019-12-10,37.7,6.6,2.01,10.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-05-08,2020-05-08,66.9,2.3,0.0,70.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-06-10,2020-06-11,74.0,2.5,0.01,1230.0,1
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-03-29,2020-03-29,33.4,5.8,0.0,10.0,6
Subscriber,10019,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-04-09,2020-04-09,38.8,8.9,0.0,20.0,1
Customer,10013,Manhattan,Greenwich Village and Soho,10002,Manhattan,Lower East Side,2020-06-25,2020-06-25,75.0,2.7,0.0,20.0,1
Subscriber,10023,Manhattan,Upper West Side,10002,Manhattan,Lower East Side,2019-01-15,2019-01-15,42.6,3.3,0.38,40.0,2
Subscriber,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-08-17,2020-08-17,84.4,2.5,0.0,30.0,2
Subscriber,10005,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-02-03,2020-02-03,18.1,7.2,0.34,40.0,1
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-11-24,2020-11-24,38.2,3.8,0.0,40.0,2
Customer,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-10-19,2020-10-19,42.9,2.2,0.0,0.0,2
Subscriber,10278,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-03-10,2019-03-10,42.3,4.7,0.0,0.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-04-09,2020-04-09,38.8,8.9,0.0,30.0,2
Customer,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-09-27,2020-09-28,63.5,4.8,0.0,140.0,1
Subscriber,10103,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-08-29,2019-08-29,69.6,2.8,0.0,30.0,2
Customer,10003,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2019-03-27,2019-03-27,30.5,6.7,0.0,10.0,2
Customer,11206,Brooklyn,Bushwick and Williamsburg,10002,Manhattan,Lower East Side,2020-08-29,2020-08-29,75.7,1.2,0.0,20.0,2
Customer,10011,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2019-05-04,2019-05-04,57.6,5.1,0.08,10.0,1
Customer,10280,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-09-27,2019-09-27,70.7,2.7,0.0,20.0,1
Subscriber,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-01-26,2019-01-26,21.4,6.9,0.04,20.0,1
Subscriber,10007,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2019-04-05,2019-04-05,45.8,7.9,0.18,40.0,2
Subscriber,11205,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2020-08-14,2020-08-14,77.1,2.2,0.0,10.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-02-22,2020-02-22,34.3,2.1,0.71,20.0,1
Subscriber,10282,Manhattan,Tribeca,10002,Manhattan,Lower East Side,2019-08-22,2019-08-22,70.6,3.5,0.37,10.0,1
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-03-20,2020-03-20,34.5,5.8,0.0,10.0,2
Customer,10001,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-11-05,2020-11-05,62.8,1.9,0.0,20.0,1
Customer,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-09-02,2020-09-02,81.1,1.8,0.0,20.0,4
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-07-06,2020-07-06,76.8,2.1,0.0,90.0,1
Customer,11205,Brooklyn,Northwest Brooklyn,10002,Manhattan,Lower East Side,2019-11-12,2019-11-12,59.5,2.4,0.0,30.0,2
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2019-03-28,2019-03-28,48.0,5.1,0.0,30.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,10002,Manhattan,Lower East Side,2020-09-23,2020-09-23,68.4,3.3,0.0,50.0,1
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2019-02-25,2019-02-25,28.2,7.3,0.0,10.0,1
Customer,10282,Manhattan,Tribeca,10002,Manhattan,Lower East Side,2019-08-26,2019-08-26,77.7,2.0,0.0,40.0,1
Subscriber,10038,Manhattan,Lower Manhattan,10002,Manhattan,Lower East Side,2020-06-25,2020-06-25,75.0,2.7,0.0,30.0,1
Subscriber,10002,Manhattan,Lower East Side,10002,Manhattan,Lower East Side,2020-04-11,2020-04-12,54.1,7.9,0.0,10.0,1
Subscriber,10282,Manhattan,Tribeca,10002,Manhattan,Lower East Side,2019-06-03,2019-06-03,75.3,3.7,0.0,10.0,2
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10002,Manhattan,Lower East Side,2020-05-03,2020-05-03,61.6,2.5,0.0,50.0,2
