usertype,zip_code_start,borough_start,neighborhood_start,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Subscriber,11205,Brooklyn,Northwest Brooklyn,11101,Queens,Northwest Queens,2020-11-06,2020-11-06,69.4,3.7,0.01,30.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,10075,Manhattan,Upper East Side,2020-12-11,2020-12-11,55.2,3.1,0.0,10.0,3
Subscriber,10024,Manhattan,Upper West Side,10075,Manhattan,Upper East Side,2020-10-19,2020-10-19,42.9,2.2,0.0,20.0,2
Subscriber,10023,Manhattan,Upper West Side,10075,Manhattan,Upper East Side,2020-10-28,2020-10-28,58.0,6.3,0.0,20.0,1
Customer,10017,Manhattan,Gramercy Park and Murray Hill,10075,Manhattan,Upper East Side,2020-09-15,2020-09-15,72.0,2.1,0.0,20.0,2
Subscriber,10023,Manhattan,Upper West Side,10128,Manhattan,Upper East Side,2020-10-22,2020-10-22,65.4,4.1,0.0,20.0,1
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,2020-08-31,2020-08-31,81.7,3.8,0.13,50.0,1
Subscriber,10002,Manhattan,Lower East Side,11222,Brooklyn,Greenpoint,2020-08-21,2020-08-22,78.7,4.0,0.33,30.0,1
Subscriber,10018,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-10-27,2020-10-27,51.9,3.5,0.0,40.0,3
Subscriber,10023,Manhattan,Upper West Side,10020,Manhattan,Chelsea and Clinton,2019-05-23,2019-05-23,62.2,3.1,0.02,10.0,2
Customer,10014,Manhattan,Greenwich Village and Soho,10069,Manhattan,West Side,2020-10-11,2020-10-11,59.3,2.8,0.0,40.0,3
Customer,10010,Manhattan,Gramercy Park and Murray Hill,10021,Manhattan,Upper East Side,2020-11-16,2020-11-16,58.1,2.9,0.0,20.0,1
Subscriber,10003,Manhattan,Lower East Side,11101,Queens,Northwest Queens,2020-11-11,2020-11-11,52.7,6.0,0.69,30.0,3
Subscriber,10167,Manhattan,Gramercy Park and Murray Hill,10020,Manhattan,Chelsea and Clinton,2019-06-06,2019-06-06,67.7,4.2,0.25,20.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,10020,Manhattan,Chelsea and Clinton,2019-02-06,2019-02-06,27.3,4.9,1.43,20.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10075,Manhattan,Upper East Side,2020-11-05,2020-11-05,62.8,1.9,0.0,30.0,2
Subscriber,10007,Manhattan,Lower Manhattan,11206,Brooklyn,Bushwick and Williamsburg,2020-12-08,2020-12-08,44.6,4.6,0.0,30.0,3
Subscriber,11238,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-09-06,2020-09-06,74.1,1.0,0.0,20.0,1
Subscriber,10009,Manhattan,Lower East Side,10028,Manhattan,Upper East Side,2020-11-29,2020-11-29,41.5,999.9,0.02,30.0,2
Subscriber,11217,Brooklyn,Northwest Brooklyn,11233,Brooklyn,Central Brooklyn,2020-10-10,2020-10-10,58.9,2.6,0.89,20.0,1
Subscriber,10021,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-12-22,2020-12-22,57.2,4.9,0.0,0.0,4
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,10069,Manhattan,West Side,2020-12-07,2020-12-07,48.0,2.9,0.0,20.0,1
Subscriber,10014,Manhattan,Greenwich Village and Soho,10028,Manhattan,Upper East Side,2020-12-12,2020-12-12,59.6,2.7,0.0,40.0,1
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-12-31,2020-12-31,46.5,3.0,0.19,110.0,1
Subscriber,10024,Manhattan,Upper West Side,10021,Manhattan,Upper East Side,2020-10-31,2020-10-31,49.1,3.0,0.0,30.0,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,2020-10-28,2020-10-28,58.0,6.3,0.0,20.0,1
Customer,10011,Manhattan,Chelsea and Clinton,10069,Manhattan,West Side,2020-11-06,2020-11-06,69.4,3.7,0.01,20.0,1
Subscriber,11211,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-10-10,2020-10-10,58.9,2.6,0.89,30.0,2
Subscriber,10018,Manhattan,Chelsea and Clinton,11222,Brooklyn,Greenpoint,2020-09-17,2020-09-17,77.0,1.3,0.0,40.0,1
Subscriber,10024,Manhattan,Upper West Side,10028,Manhattan,Upper East Side,2020-12-12,2020-12-12,59.6,2.7,0.0,20.0,3
Subscriber,10199,Manhattan,Chelsea and Clinton,10069,Manhattan,West Side,2020-10-11,2020-10-11,59.3,2.8,0.0,20.0,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,2020-10-22,2020-10-22,65.4,4.1,0.0,0.0,6
Subscriber,11205,Brooklyn,Northwest Brooklyn,11206,Brooklyn,Bushwick and Williamsburg,2020-10-03,2020-10-03,50.2,11.8,1.36,0.0,1
Subscriber,10003,Manhattan,Lower East Side,10020,Manhattan,Chelsea and Clinton,2019-01-17,2019-01-17,37.8,999.9,0.0,30.0,2
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,11222,Brooklyn,Greenpoint,2020-09-03,2020-09-03,82.6,1.8,0.0,30.0,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,2020-10-02,2020-10-02,52.7,9.9,0.14,0.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10020,Manhattan,Chelsea and Clinton,2019-04-25,2019-04-25,52.6,4.2,0.0,20.0,1
Subscriber,10065,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-08-15,2020-08-15,80.7,3.3,0.0,30.0,1
Subscriber,10013,Manhattan,Greenwich Village and Soho,10028,Manhattan,Upper East Side,2020-12-15,2020-12-15,61.8,8.6,0.42,40.0,1
Customer,10003,Manhattan,Lower East Side,10028,Manhattan,Upper East Side,2020-09-13,2020-09-13,72.0,5.2,0.29,40.0,1
Customer,11222,Brooklyn,Greenpoint,11206,Brooklyn,Bushwick and Williamsburg,2020-12-25,2020-12-25,62.0,0.7,0.01,30.0,1
Subscriber,10199,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-09-16,2020-09-16,75.8,1.5,0.0,30.0,2
Subscriber,10023,Manhattan,Upper West Side,10069,Manhattan,West Side,2020-10-11,2020-10-11,59.3,2.8,0.0,50.0,1
Subscriber,10038,Manhattan,Lower Manhattan,11101,Queens,Northwest Queens,2020-11-04,2020-11-04,62.9,2.3,0.0,50.0,1
Customer,11101,Queens,Northwest Queens,11206,Brooklyn,Bushwick and Williamsburg,2020-12-24,2020-12-24,66.4,5.1,1.56,30.0,1
Subscriber,11205,Brooklyn,Northwest Brooklyn,11222,Brooklyn,Greenpoint,2020-09-23,2020-09-23,68.4,3.3,0.0,20.0,1
Subscriber,10021,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-12-16,2020-12-16,50.6,5.9,0.09,50.0,1
Subscriber,11211,Brooklyn,Greenpoint,11233,Brooklyn,Central Brooklyn,2020-09-29,2020-09-29,75.6,2.7,0.0,30.0,1
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-10-04,2020-10-04,56.5,9.2,0.02,70.0,1
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-11-21,2020-11-21,46.4,4.9,0.0,230.0,1
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,2020-09-05,2020-09-05,74.0,4.4,0.0,20.0,36
